"","Home.Team","Away.Team","Goals H","Goals A","Probability","Game"
"2084","OnceCaldas","Dep.Cali",5,1,0.000545280140936939,58
"2085","OnceCaldas","Dep.Cali",5,2,0.000416635798036912,58
"2086","OnceCaldas","Dep.Cali",5,3,0.000220510042807864,58
"2087","OnceCaldas","Dep.Cali",5,4,8.99985054871894e-05,58
"2088","OnceCaldas","Dep.Cali",5,5,0.000364051134915354,58
"2089","Patriotas","Dep.Cali",0,0,0.147640593651612,59
"2090","Patriotas","Dep.Cali",0,1,0.117094064203667,59
"2091","Patriotas","Dep.Cali",0,2,0.05139293305621,59
"2092","Patriotas","Dep.Cali",0,3,0.0151936359866651,59
"2093","Patriotas","Dep.Cali",0,4,0.00340066963115154,59
"2094","Patriotas","Dep.Cali",0,5,0.000614097269272036,59
"2095","Patriotas","Dep.Cali",1,0,0.138656797827492,59
"2096","Patriotas","Dep.Cali",1,1,0.145148152299325,59
"2097","Patriotas","Dep.Cali",1,2,0.0592591056946059,59
"2098","Patriotas","Dep.Cali",1,3,0.0180604425715746,59
"2099","Patriotas","Dep.Cali",1,4,0.00411752952071801,59
"2100","Patriotas","Dep.Cali",1,5,0.000750776274887695,59
"2101","Patriotas","Dep.Cali",2,0,0.0720126382487467,59
"2102","Patriotas","Dep.Cali",2,1,0.0703170945652992,59
"2103","Patriotas","Dep.Cali",2,2,0.044188254261625,59
"2104","Patriotas","Dep.Cali",2,3,0.0108451240872658,59
"2105","Patriotas","Dep.Cali",2,4,0.00256849538712427,59
"2106","Patriotas","Dep.Cali",2,5,0.000482567557743364,59
"2107","Patriotas","Dep.Cali",3,0,0.0251929046874471,59
"2108","Patriotas","Dep.Cali",3,1,0.0254642436137191,59
"2109","Patriotas","Dep.Cali",3,2,0.0129157508433624,59
"2110","Patriotas","Dep.Cali",3,3,0.00857891350409008,59
"2111","Patriotas","Dep.Cali",3,4,0.00109069288014141,59
"2112","Patriotas","Dep.Cali",3,5,0.000216292112038289,59
"2113","Patriotas","Dep.Cali",4,0,0.00667721983509049,59
"2114","Patriotas","Dep.Cali",4,1,0.00690537189577714,59
"2115","Patriotas","Dep.Cali",4,2,0.00365239881130181,59
"2116","Patriotas","Dep.Cali",4,3,0.00130502096602393,59
"2117","Patriotas","Dep.Cali",4,4,0.00167759792316299,59
"2118","Patriotas","Dep.Cali",4,5,7.49706283960914e-05,59
"2119","Patriotas","Dep.Cali",5,0,0.00142966135987223,59
"2120","Patriotas","Dep.Cali",5,1,0.00149906237181059,59
"2121","Patriotas","Dep.Cali",5,2,0.00082085020585947,59
"2122","Patriotas","Dep.Cali",5,3,0.000310711327567999,59
"2123","Patriotas","Dep.Cali",5,4,9.01694891978823e-05,59
"2124","Patriotas","Dep.Cali",5,5,0.000355195450156604,59
"2125","Tigres","Dep.Cali",0,0,0.185916200474828,60
"2126","Tigres","Dep.Cali",0,1,0.176124801633036,60
"2127","Tigres","Dep.Cali",0,2,0.0907106500928297,60
"2128","Tigres","Dep.Cali",0,3,0.0315109553206129,60
"2129","Tigres","Dep.Cali",0,4,0.00829604903652833,60
"2130","Tigres","Dep.Cali",0,5,0.00176360041291962,60
"2131","Tigres","Dep.Cali",1,0,0.107708036031767,60
"2132","Tigres","Dep.Cali",1,1,0.138077758873502,60
"2133","Tigres","Dep.Cali",1,2,0.067261008873597,60
"2134","Tigres","Dep.Cali",1,3,0.0244168707111455,60
"2135","Tigres","Dep.Cali",1,4,0.00659614739177014,60
"2136","Tigres","Dep.Cali",1,5,0.00142032071890649,60
"2137","Tigres","Dep.Cali",2,0,0.0346769293993113,60
"2138","Tigres","Dep.Cali",2,1,0.041226506545777,60
"2139","Tigres","Dep.Cali",2,2,0.0345374134387876,60
"2140","Tigres","Dep.Cali",2,3,0.00944874145890626,60
"2141","Tigres","Dep.Cali",2,4,0.00270329519447187,60
"2142","Tigres","Dep.Cali",2,5,0.000609393333996825,60
"2143","Tigres","Dep.Cali",3,0,0.00765700453270859,60
"2144","Tigres","Dep.Cali",3,1,0.00926144014095534,60
"2145","Tigres","Dep.Cali",3,2,0.0057428208980612,60
"2146","Tigres","Dep.Cali",3,3,0.00662015880811618,60
"2147","Tigres","Dep.Cali",3,4,0.000744738670494836,60
"2148","Tigres","Dep.Cali",3,5,0.000182426735174185,60
"2149","Tigres","Dep.Cali",4,0,0.00129667134319382,60
"2150","Tigres","Dep.Cali",4,1,0.00156746086488432,60
"2151","Tigres","Dep.Cali",4,2,0.000998766866491518,60
"2152","Tigres","Dep.Cali",4,3,0.000444105039827969,60
"2153","Tigres","Dep.Cali",4,4,0.00147796933908264,60
"2154","Tigres","Dep.Cali",4,5,4.15076502228298e-05,60
"2155","Tigres","Dep.Cali",5,0,0.000178710589045725,60
"2156","Tigres","Dep.Cali",5,1,0.000214118361615363,60
"2157","Tigres","Dep.Cali",5,2,0.000137735485342702,60
"2158","Tigres","Dep.Cali",5,3,6.42420233327399e-05,60
"2159","Tigres","Dep.Cali",5,4,2.40485844518996e-05,60
"2160","Tigres","Dep.Cali",5,5,0.00034139512430488,60
"2161","AmericaDeCali","Dep.Pasto",0,0,0.0986625901117085,61
"2162","AmericaDeCali","Dep.Pasto",0,1,0.0826143908359389,61
"2163","AmericaDeCali","Dep.Pasto",0,2,0.0399087779339838,61
"2164","AmericaDeCali","Dep.Pasto",0,3,0.0129073090827841,61
"2165","AmericaDeCali","Dep.Pasto",0,4,0.00314303693089185,61
"2166","AmericaDeCali","Dep.Pasto",0,5,0.000614443107633831,61
"2167","AmericaDeCali","Dep.Pasto",1,0,0.120178485000965,61
"2168","AmericaDeCali","Dep.Pasto",1,1,0.135994343666235,61
"2169","AmericaDeCali","Dep.Pasto",1,2,0.0593736443315057,61
"2170","AmericaDeCali","Dep.Pasto",1,3,0.0195782252532132,61
"2171","AmericaDeCali","Dep.Pasto",1,4,0.00483304763036708,61
"2172","AmericaDeCali","Dep.Pasto",1,5,0.000953441759420534,61
"2173","AmericaDeCali","Dep.Pasto",2,0,0.0844726699566263,61
"2174","AmericaDeCali","Dep.Pasto",2,1,0.0869760911707858,61
"2175","AmericaDeCali","Dep.Pasto",2,2,0.0547144752704033,61
"2176","AmericaDeCali","Dep.Pasto",2,3,0.015109035218726,61
"2177","AmericaDeCali","Dep.Pasto",2,4,0.00382559414542409,61
"2178","AmericaDeCali","Dep.Pasto",2,5,0.000771284189661612,61
"2179","AmericaDeCali","Dep.Pasto",3,0,0.039775274925303,61
"2180","AmericaDeCali","Dep.Pasto",3,1,0.0422418705224355,61
"2181","AmericaDeCali","Dep.Pasto",3,2,0.0223938708273504,61
"2182","AmericaDeCali","Dep.Pasto",3,3,0.0121168546711423,61
"2183","AmericaDeCali","Dep.Pasto",3,4,0.00207344241554246,61
"2184","AmericaDeCali","Dep.Pasto",3,5,0.000433681694224592,61
"2185","AmericaDeCali","Dep.Pasto",4,0,0.014113681382883,61
"2186","AmericaDeCali","Dep.Pasto",4,1,0.0154230620324304,61
"2187","AmericaDeCali","Dep.Pasto",4,2,0.00848537838909553,61
"2188","AmericaDeCali","Dep.Pasto",4,3,0.0031225113960543,61
"2189","AmericaDeCali","Dep.Pasto",4,4,0.00218956876367388,61
"2190","AmericaDeCali","Dep.Pasto",4,5,0.000189706297348822,61
"2191","AmericaDeCali","Dep.Pasto",5,0,0.00402514122557527,61
"2192","AmericaDeCali","Dep.Pasto",5,1,0.00451443969738538,61
"2193","AmericaDeCali","Dep.Pasto",5,2,0.00257993912443524,61
"2194","AmericaDeCali","Dep.Pasto",5,3,0.000996806250202628,61
"2195","AmericaDeCali","Dep.Pasto",5,4,0.000291247406893117,61
"2196","AmericaDeCali","Dep.Pasto",5,5,0.000402637381750261,61
"2197","Atl.Nacional","Dep.Pasto",0,0,0.120026794955711,62
"2198","Atl.Nacional","Dep.Pasto",0,1,0.0416210945713078,62
"2199","Atl.Nacional","Dep.Pasto",0,2,0.00888250453083675,62
"2200","Atl.Nacional","Dep.Pasto",0,3,0.00133451378387373,62
"2201","Atl.Nacional","Dep.Pasto",0,4,0.000154719000054841,62
"2202","Atl.Nacional","Dep.Pasto",0,5,1.45600212313624e-05,62
"2203","Atl.Nacional","Dep.Pasto",1,0,0.186419818688466,62
"2204","Atl.Nacional","Dep.Pasto",1,1,0.09649595267356,62
"2205","Atl.Nacional","Dep.Pasto",1,2,0.0172876119490916,62
"2206","Atl.Nacional","Dep.Pasto",1,3,0.00255479780860748,62
"2207","Atl.Nacional","Dep.Pasto",1,4,0.000290696032022016,62
"2208","Atl.Nacional","Dep.Pasto",1,5,2.69798583931642e-05,62
"2209","Atl.Nacional","Dep.Pasto",2,0,0.162861647836232,62
"2210","Atl.Nacional","Dep.Pasto",2,1,0.0755627230157709,62
"2211","Atl.Nacional","Dep.Pasto",2,2,0.0272680854820189,62
"2212","Atl.Nacional","Dep.Pasto",2,3,0.00252554520644033,62
"2213","Atl.Nacional","Dep.Pasto",2,4,0.000283146779199032,62
"2214","Atl.Nacional","Dep.Pasto",2,5,2.57678702627798e-05,62
"2215","Atl.Nacional","Dep.Pasto",3,0,0.0952675472798078,62
"2216","Atl.Nacional","Dep.Pasto",3,1,0.0468502235220787,62
"2217","Atl.Nacional","Dep.Pasto",3,2,0.0111532868230397,62
"2218","Atl.Nacional","Dep.Pasto",3,3,0.0059717075145445,62
"2219","Atl.Nacional","Dep.Pasto",3,4,0.000193612639233677,62
"2220","Atl.Nacional","Dep.Pasto",3,5,1.73926576739834e-05,62
"2221","Atl.Nacional","Dep.Pasto",4,0,0.0419663902099307,62
"2222","Atl.Nacional","Dep.Pasto",4,1,0.0215603248853179,62
"2223","Atl.Nacional","Dep.Pasto",4,2,0.00544933288834563,62
"2224","Atl.Nacional","Dep.Pasto",4,3,0.000889395984310054,62
"2225","Atl.Nacional","Dep.Pasto",4,4,0.00144135325610219,62
"2226","Atl.Nacional","Dep.Pasto",4,5,9.58847800553894e-06,62
"2227","Atl.Nacional","Dep.Pasto",5,0,0.014845419509194,62
"2228","Atl.Nacional","Dep.Pasto",5,1,0.00787664600885086,62
"2229","Atl.Nacional","Dep.Pasto",5,2,0.00211059164991094,62
"2230","Atl.Nacional","Dep.Pasto",5,3,0.000371666035965768,62
"2231","Atl.Nacional","Dep.Pasto",5,4,4.73980129760109e-05,62
"2232","Atl.Nacional","Dep.Pasto",5,5,0.000341162581632643,62
"2233","Bucaramanga","Dep.Pasto",0,0,0.20508081207451,63
"2234","Bucaramanga","Dep.Pasto",0,1,0.147588567972172,63
"2235","Bucaramanga","Dep.Pasto",0,2,0.0571413023230711,63
"2236","Bucaramanga","Dep.Pasto",0,3,0.0148679415114619,63
"2237","Bucaramanga","Dep.Pasto",0,4,0.00292174808122339,63
"2238","Bucaramanga","Dep.Pasto",0,5,0.000462078569848214,63
"2239","Bucaramanga","Dep.Pasto",1,0,0.150713491510197,63
"2240","Bucaramanga","Dep.Pasto",1,1,0.142297141842585,63
"2241","Bucaramanga","Dep.Pasto",1,2,0.0515921598701989,63
"2242","Bucaramanga","Dep.Pasto",1,3,0.0138895809165339,63
"2243","Bucaramanga","Dep.Pasto",1,4,0.00278075097359004,63
"2244","Bucaramanga","Dep.Pasto",1,5,0.000443107965449843,63
"2245","Bucaramanga","Dep.Pasto",2,0,0.0594643348845248,63
"2246","Bucaramanga","Dep.Pasto",2,1,0.0529332566087467,63
"2247","Bucaramanga","Dep.Pasto",2,2,0.0334913766546538,63
"2248","Bucaramanga","Dep.Pasto",2,3,0.00673091823992842,63
"2249","Bucaramanga","Dep.Pasto",2,4,0.00143061391102492,63
"2250","Bucaramanga","Dep.Pasto",2,5,0.000239216784800207,63
"2251","Bucaramanga","Dep.Pasto",3,0,0.0157493190225681,63
"2252","Bucaramanga","Dep.Pasto",3,1,0.0146538159425207,63
"2253","Bucaramanga","Dep.Pasto",3,2,0.00696630796696723,63
"2254","Bucaramanga","Dep.Pasto",3,3,0.00643457229387778,63
"2255","Bucaramanga","Dep.Pasto",3,4,0.000521031812181175,63
"2256","Bucaramanga","Dep.Pasto",3,5,9.61793938862347e-05,63
"2257","Bucaramanga","Dep.Pasto",4,0,0.0031492778734425,63
"2258","Bucaramanga","Dep.Pasto",4,1,0.0030194777205434,63
"2259","Bucaramanga","Dep.Pasto",4,2,0.00154133428542354,63
"2260","Bucaramanga","Dep.Pasto",4,3,0.000545700684920244,63
"2261","Bucaramanga","Dep.Pasto",4,4,0.00147132274614733,63
"2262","Bucaramanga","Dep.Pasto",4,5,3.0901313358507e-05,63
"2263","Bucaramanga","Dep.Pasto",5,0,0.000506991677644751,63
"2264","Bucaramanga","Dep.Pasto",5,1,0.000495299476959103,63
"2265","Bucaramanga","Dep.Pasto",5,2,0.000269244246348144,63
"2266","Bucaramanga","Dep.Pasto",5,3,0.0001063515209352,63
"2267","Bucaramanga","Dep.Pasto",5,4,3.27564163651729e-05,63
"2268","Bucaramanga","Dep.Pasto",5,5,0.000341714911391352,63
"2269","Cortulua","Dep.Pasto",0,0,0.0967870410119476,64
"2270","Cortulua","Dep.Pasto",0,1,0.126810194349531,64
"2271","Cortulua","Dep.Pasto",0,2,0.0964214003189843,64
"2272","Cortulua","Dep.Pasto",0,3,0.0491971966170701,64
"2273","Cortulua","Dep.Pasto",0,4,0.0189379735515338,64
"2274","Cortulua","Dep.Pasto",0,5,0.0058628636541487,64
"2275","Cortulua","Dep.Pasto",1,0,0.0725903565479835,64
"2276","Cortulua","Dep.Pasto",1,1,0.130979170348886,64
"2277","Cortulua","Dep.Pasto",1,2,0.0900187562424544,64
"2278","Cortulua","Dep.Pasto",1,3,0.0469607724122604,64
"2279","Cortulua","Dep.Pasto",1,4,0.018336055988769,64
"2280","Cortulua","Dep.Pasto",1,5,0.00572199921073375,64
"2281","Cortulua","Dep.Pasto",2,0,0.0318924600954034,64
"2282","Cortulua","Dep.Pasto",2,1,0.0521101848290887,64
"2283","Cortulua","Dep.Pasto",2,2,0.0525059879258769,64
"2284","Cortulua","Dep.Pasto",2,3,0.0227146472718728,64
"2285","Cortulua","Dep.Pasto",2,4,0.00909604620986209,64
"2286","Cortulua","Dep.Pasto",2,5,0.00289815042205408,64
"2287","Cortulua","Dep.Pasto",3,0,0.00949955300230786,64
"2288","Cortulua","Dep.Pasto",3,1,0.0159030495379123,64
"2289","Cortulua","Dep.Pasto",3,2,0.0132972454920683,64
"2290","Cortulua","Dep.Pasto",3,3,0.0116310846937818,64
"2291","Cortulua","Dep.Pasto",3,4,0.00306215854027081,64
"2292","Cortulua","Dep.Pasto",3,5,0.00100941306220972,64
"2293","Cortulua","Dep.Pasto",4,0,0.00215763985520166,64
"2294","Cortulua","Dep.Pasto",4,1,0.00366902217453006,64
"2295","Cortulua","Dep.Pasto",4,2,0.00314764871832327,64
"2296","Cortulua","Dep.Pasto",4,3,0.0018097540871297,64
"2297","Cortulua","Dep.Pasto",4,4,0.00211391928289978,64
"2298","Cortulua","Dep.Pasto",4,5,0.000269552441651711,64
"2299","Cortulua","Dep.Pasto",5,0,0.000398316328605695,64
"2300","Cortulua","Dep.Pasto",5,1,0.00068300928919973,64
"2301","Cortulua","Dep.Pasto",5,2,0.000597943054200353,64
"2302","Cortulua","Dep.Pasto",5,3,0.000355263079710993,64
"2303","Cortulua","Dep.Pasto",5,4,0.000160353587024417,64
"2304","Cortulua","Dep.Pasto",5,5,0.000393816764511431,64
"2305","Dep.Cali","Dep.Pasto",0,0,0.0905022836834909,65
"2306","Dep.Cali","Dep.Pasto",0,1,0.0765659857105425,65
"2307","Dep.Cali","Dep.Pasto",0,2,0.0381252583217366,65
"2308","Dep.Cali","Dep.Pasto",0,3,0.0127790977535447,65
"2309","Dep.Cali","Dep.Pasto",0,4,0.0032399966853339,65
"2310","Dep.Cali","Dep.Pasto",0,5,0.000662040817280537,65
"2311","Dep.Cali","Dep.Pasto",1,0,0.11426878309671,65
"2312","Dep.Cali","Dep.Pasto",1,1,0.133632509019383,65
"2313","Dep.Cali","Dep.Pasto",1,2,0.0600538428191155,65
"2314","Dep.Cali","Dep.Pasto",1,3,0.0204812911977379,65
"2315","Dep.Cali","Dep.Pasto",1,4,0.00524250147847195,65
"2316","Dep.Cali","Dep.Pasto",1,5,0.00107529261980979,65
"2317","Dep.Cali","Dep.Pasto",2,0,0.0842782524556871,65
"2318","Dep.Cali","Dep.Pasto",2,1,0.0894855534481947,65
"2319","Dep.Cali","Dep.Pasto",2,2,0.0573856106042001,65
"2320","Dep.Cali","Dep.Pasto",2,3,0.0164790869469665,65
"2321","Dep.Cali","Dep.Pasto",2,4,0.00429688959392016,65
"2322","Dep.Cali","Dep.Pasto",2,5,0.00089311064284744,65
"2323","Dep.Cali","Dep.Pasto",3,0,0.0415696671453476,65
"2324","Dep.Cali","Dep.Pasto",3,1,0.0453586473351607,65
"2325","Dep.Cali","Dep.Pasto",3,2,0.024623074281239,65
"2326","Dep.Cali","Dep.Pasto",3,3,0.0130954258904406,65
"2327","Dep.Cali","Dep.Pasto",3,4,0.00237385294927843,65
"2328","Dep.Cali","Dep.Pasto",3,5,0.000505717272771346,65
"2329","Dep.Cali","Dep.Pasto",4,0,0.0154243454149404,65
"2330","Dep.Cali","Dep.Pasto",4,1,0.0172007092638434,65
"2331","Dep.Cali","Dep.Pasto",4,2,0.00960569151898859,65
"2332","Dep.Cali","Dep.Pasto",4,3,0.00357095440205383,65
"2333","Dep.Cali","Dep.Pasto",4,4,0.00232227761861869,65
"2334","Dep.Cali","Dep.Pasto",4,5,0.000219078831178827,65
"2335","Dep.Cali","Dep.Pasto",5,0,0.00459172505746824,65
"2336","Dep.Cali","Dep.Pasto",5,1,0.00520856865302745,65
"2337","Dep.Cali","Dep.Pasto",5,2,0.00298718449585358,65
"2338","Dep.Cali","Dep.Pasto",5,3,0.00115033767605481,65
"2339","Dep.Cali","Dep.Pasto",5,4,0.000333186566537219,65
"2340","Dep.Cali","Dep.Pasto",5,5,0.000412168732223743,65
"2341","Envigado","Dep.Pasto",0,0,0.130199203324612,66
"2342","Envigado","Dep.Pasto",0,1,0.134483823732796,66
"2343","Envigado","Dep.Pasto",0,2,0.0783913776362001,66
"2344","Envigado","Dep.Pasto",0,3,0.0309419699974251,66
"2345","Envigado","Dep.Pasto",0,4,0.00928125956867141,66
"2346","Envigado","Dep.Pasto",0,5,0.0022514823917746,66
"2347","Envigado","Dep.Pasto",1,0,0.102500288454197,66
"2348","Envigado","Dep.Pasto",1,1,0.143128026523204,66
"2349","Envigado","Dep.Pasto",1,2,0.0776197727003855,66
"2350","Envigado","Dep.Pasto",1,3,0.0315093020523842,66
"2351","Envigado","Dep.Pasto",1,4,0.00958228331467885,66
"2352","Envigado","Dep.Pasto",1,5,0.00233413359972395,66
"2353","Envigado","Dep.Pasto",2,0,0.0457138243829689,66
"2354","Envigado","Dep.Pasto",2,1,0.0592532224038246,66
"2355","Envigado","Dep.Pasto",2,2,0.0480984638609504,66
"2356","Envigado","Dep.Pasto",2,3,0.0159703212364199,66
"2357","Envigado","Dep.Pasto",2,4,0.00499487059782654,66
"2358","Envigado","Dep.Pasto",2,5,0.00124014355349685,66
"2359","Envigado","Dep.Pasto",3,0,0.0138492939178541,66
"2360","Envigado","Dep.Pasto",3,1,0.0183997972844601,66
"2361","Envigado","Dep.Pasto",3,2,0.0121932870779465,66
"2362","Envigado","Dep.Pasto",3,3,0.00957583786728378,66
"2363","Envigado","Dep.Pasto",3,4,0.00174021032525435,66
"2364","Envigado","Dep.Pasto",3,5,0.000447965212243994,66
"2365","Envigado","Dep.Pasto",4,0,0.00319638651410296,66
"2366","Envigado","Dep.Pasto",4,1,0.00428983609155268,66
"2367","Envigado","Dep.Pasto",4,2,0.00291413752785883,66
"2368","Envigado","Dep.Pasto",4,3,0.00132723426007661,66
"2369","Envigado","Dep.Pasto",4,4,0.00178033559106294,66
"2370","Envigado","Dep.Pasto",4,5,0.000122670225020778,66
"2371","Envigado","Dep.Pasto",5,0,0.000597713426961723,66
"2372","Envigado","Dep.Pasto",5,1,0.00080284871186131,66
"2373","Envigado","Dep.Pasto",5,2,0.000553642481811002,66
"2374","Envigado","Dep.Pasto",5,3,0.000260492983912209,66
"2375","Envigado","Dep.Pasto",5,4,9.33358107301549e-05,66
"2376","Envigado","Dep.Pasto",5,5,0.000361205358466252,66
"2377","Huila","Dep.Pasto",0,0,0.142228963262782,67
"2378","Huila","Dep.Pasto",0,1,0.148915092153201,67
"2379","Huila","Dep.Pasto",0,2,0.0858788031882249,67
"2380","Huila","Dep.Pasto",0,3,0.0331137022591471,67
"2381","Huila","Dep.Pasto",0,4,0.00960388311438121,67
"2382","Huila","Dep.Pasto",0,5,0.00223468978264334,67
"2383","Huila","Dep.Pasto",1,0,0.10282213153901,67
"2384","Huila","Dep.Pasto",1,1,0.140976791060443,67
"2385","Huila","Dep.Pasto",1,2,0.0751644845287609,67
"2386","Huila","Dep.Pasto",1,3,0.0300594634645568,67
"2387","Huila","Dep.Pasto",1,4,0.00898309627426512,67
"2388","Huila","Dep.Pasto",1,5,0.00214170218933843,67
"2389","Huila","Dep.Pasto",2,0,0.0415224714439882,67
"2390","Huila","Dep.Pasto",2,1,0.0528206828364115,67
"2391","Huila","Dep.Pasto",2,2,0.0437100779609696,67
"2392","Huila","Dep.Pasto",2,3,0.014131706480715,67
"2393","Huila","Dep.Pasto",2,4,0.00444321908842504,67
"2394","Huila","Dep.Pasto",2,5,0.00111121321804614,67
"2395","Huila","Dep.Pasto",3,0,0.0113661561119897,67
"2396","Huila","Dep.Pasto",3,1,0.0150622999878758,67
"2397","Huila","Dep.Pasto",3,2,0.0100951234503902,67
"2398","Huila","Dep.Pasto",3,3,0.00875893595257708,67
"2399","Huila","Dep.Pasto",3,4,0.00152782734954179,67
"2400","Huila","Dep.Pasto",3,5,0.000410255115643387,67
"2401","Huila","Dep.Pasto",4,0,0.00237078477399679,67
"2402","Huila","Dep.Pasto",4,1,0.0032484249600802,67
"2403","Huila","Dep.Pasto",4,2,0.00229510680051235,67
"2404","Huila","Dep.Pasto",4,3,0.00110527296128225,67
"2405","Huila","Dep.Pasto",4,4,0.00173005327567594,67
"2406","Huila","Dep.Pasto",4,5,0.000118423888965875,67
"2407","Huila","Dep.Pasto",5,0,0.000401470423118066,67
"2408","Huila","Dep.Pasto",5,1,0.000564464662254936,67
"2409","Huila","Dep.Pasto",5,2,0.0004186867985395,67
"2410","Huila","Dep.Pasto",5,3,0.000216438138932758,67
"2411","Huila","Dep.Pasto",5,4,8.63173583557988e-05,67
"2412","Huila","Dep.Pasto",5,5,0.000361784144958209,67
"2413","Ind.Medellin","Dep.Pasto",0,0,0.0612187566895429,68
"2414","Ind.Medellin","Dep.Pasto",0,1,0.053521613403619,68
"2415","Ind.Medellin","Dep.Pasto",0,2,0.029985203891721,68
"2416","Ind.Medellin","Dep.Pasto",0,3,0.0113221801112347,68
"2417","Ind.Medellin","Dep.Pasto",0,4,0.00323648856209416,68
"2418","Ind.Medellin","Dep.Pasto",0,5,0.000745973999998006,68
"2419","Ind.Medellin","Dep.Pasto",1,0,0.0881410369121692,68
"2420","Ind.Medellin","Dep.Pasto",1,1,0.117194418426301,68
"2421","Ind.Medellin","Dep.Pasto",1,2,0.0577117189788234,68
"2422","Ind.Medellin","Dep.Pasto",1,3,0.022089724468011,68
"2423","Ind.Medellin","Dep.Pasto",1,4,0.00636134896360619,68
"2424","Ind.Medellin","Dep.Pasto",1,5,0.00147055818680251,68
"2425","Ind.Medellin","Dep.Pasto",2,0,0.0806515699250568,68
"2426","Ind.Medellin","Dep.Pasto",2,1,0.0948155513558192,68
"2427","Ind.Medellin","Dep.Pasto",2,2,0.0657848877541468,68
"2428","Ind.Medellin","Dep.Pasto",2,3,0.021611348776803,68
"2429","Ind.Medellin","Dep.Pasto",2,4,0.00629927059685878,68
"2430","Ind.Medellin","Dep.Pasto",2,5,0.00146777086719624,68
"2431","Ind.Medellin","Dep.Pasto",3,0,0.0494073200913633,68
"2432","Ind.Medellin","Dep.Pasto",3,1,0.0594563677993586,68
"2433","Ind.Medellin","Dep.Pasto",3,2,0.0355790177704162,68
"2434","Ind.Medellin","Dep.Pasto",3,3,0.0183838749450292,68
"2435","Ind.Medellin","Dep.Pasto",3,4,0.00418511677921665,68
"2436","Ind.Medellin","Dep.Pasto",3,5,0.000988438136827401,68
"2437","Ind.Medellin","Dep.Pasto",4,0,0.0227967347413962,68
"2438","Ind.Medellin","Dep.Pasto",4,1,0.0279690363460644,68
"2439","Ind.Medellin","Dep.Pasto",4,2,0.0170884024633057,68
"2440","Ind.Medellin","Dep.Pasto",4,3,0.0069277503063224,68
"2441","Ind.Medellin","Dep.Pasto",4,4,0.00343371480724706,68
"2442","Ind.Medellin","Dep.Pasto",4,5,0.00050463104652695,68
"2443","Ind.Medellin","Dep.Pasto",5,0,0.00845043274947207,68
"2444","Ind.Medellin","Dep.Pasto",5,1,0.0105320012751713,68
"2445","Ind.Medellin","Dep.Pasto",5,2,0.0065608329623793,68
"2446","Ind.Medellin","Dep.Pasto",5,3,0.00271941214253306,68
"2447","Ind.Medellin","Dep.Pasto",5,4,0.000842616809424063,68
"2448","Ind.Medellin","Dep.Pasto",5,5,0.000544876958142542,68
"2449","OnceCaldas","Dep.Pasto",0,0,0.133952921633513,69
"2450","OnceCaldas","Dep.Pasto",0,1,0.156937739091537,69
"2451","OnceCaldas","Dep.Pasto",0,2,0.102206838052507,69
"2452","OnceCaldas","Dep.Pasto",0,3,0.0446190347396488,69
"2453","OnceCaldas","Dep.Pasto",0,4,0.0146831774576358,69
"2454","OnceCaldas","Dep.Pasto",0,5,0.00388352738699769,69
"2455","OnceCaldas","Dep.Pasto",1,0,0.0858936112975882,69
"2456","OnceCaldas","Dep.Pasto",1,1,0.134571453443273,69
"2457","OnceCaldas","Dep.Pasto",1,2,0.080660018138622,69
"2458","OnceCaldas","Dep.Pasto",1,3,0.0364242370238371,69
"2459","OnceCaldas","Dep.Pasto",1,4,0.0122807482680512,69
"2460","OnceCaldas","Dep.Pasto",1,5,0.00330291673760379,69
"2461","OnceCaldas","Dep.Pasto",2,0,0.031340301868198,69
"2462","OnceCaldas","Dep.Pasto",2,1,0.0452606158070268,69
"2463","OnceCaldas","Dep.Pasto",2,2,0.0426323653152412,69
"2464","OnceCaldas","Dep.Pasto",2,3,0.0153657528320489,69
"2465","OnceCaldas","Dep.Pasto",2,4,0.00540934533760074,69
"2466","OnceCaldas","Dep.Pasto",2,5,0.00151066546293042,69
"2467","OnceCaldas","Dep.Pasto",3,0,0.00785254069775912,69
"2468","OnceCaldas","Dep.Pasto",3,1,0.0117255084843404,69
"2469","OnceCaldas","Dep.Pasto",3,2,0.00880260134814751,69
"2470","OnceCaldas","Dep.Pasto",3,3,0.00863211056156564,69
"2471","OnceCaldas","Dep.Pasto",3,4,0.00164342137187863,69
"2472","OnceCaldas","Dep.Pasto",3,5,0.000486744854423763,69
"2473","OnceCaldas","Dep.Pasto",4,0,0.00151804645215313,69
"2474","OnceCaldas","Dep.Pasto",4,1,0.00231331450019704,69
"2475","OnceCaldas","Dep.Pasto",4,2,0.00180432023633796,69
"2476","OnceCaldas","Dep.Pasto",4,3,0.000953379771181226,69
"2477","OnceCaldas","Dep.Pasto",4,4,0.00170808246854731,69
"2478","OnceCaldas","Dep.Pasto",4,5,0.000121409785669604,69
"2479","OnceCaldas","Dep.Pasto",5,0,0.000240890053544218,69
"2480","OnceCaldas","Dep.Pasto",5,1,0.000370515448105273,69
"2481","OnceCaldas","Dep.Pasto",5,2,0.000297269087417163,69
"2482","OnceCaldas","Dep.Pasto",5,3,0.000165143010966777,69
"2483","OnceCaldas","Dep.Pasto",5,4,7.06515535281104e-05,69
"2484","OnceCaldas","Dep.Pasto",5,5,0.000358780420377527,69
